peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_72959	2	0.01952558219695907	chr2	152788814	152790069	intron (NM_001289717, intron 2 of 2)	35268.0	Cox4i2	Memory_CD8_T
spleen_uPk_87013	2	0.01947339151848443	chr4	129571558	129571946	intron (NM_001162433, intron 1 of 12)	1889.0	Lck	Memory_CD8_T
spleen_uPk_9019	2	0.019470361717724958	chr1	191956272	191956982	Intergenic	-20743.0	Rd3	Memory_CD8_T
spleen_uPk_20057	2	0.0194564028521327	chr11	69123444	69123992	TTS (NM_033041)	-2659.0	Aloxe3	Memory_CD8_T
spleen_uPk_16762	2	0.019438563313086632	chr11	5999961	6001072	intron (NM_007595, intron 4 of 20)	44758.0	Ykt6	Memory_CD8_T
spleen_uPk_45139	2	0.019434200765420472	chr15	79900133	79901767	intron (NM_001160415, intron 5 of 8)	5927.0	Apobec3	Memory_CD8_T
spleen_uPk_27827	2	0.019432022177645645	chr12	80210822	80211827	intron (NM_001346669, intron 1 of 20)	49047.0	Actn1	Memory_CD8_T
spleen_uPk_119812	2	0.01941497527813254	chr9	44698907	44699106	intron (NM_153537, intron 15 of 21)	25773.0	Treh	Memory_CD8_T
spleen_uPk_98996	2	0.01941236267979756	chr6	51059705	51060486	Intergenic	209815.0	Mir148a	Memory_CD8_T
spleen_uPk_16166	2	0.019392738806913466	chr10	127135184	127136023	Intergenic	-14443.0	Os9	Memory_CD8_T
spleen_uPk_4853	2	0.0193854433755605	chr1	128782066	128782655	Intergenic	-190061.0	Cxcr4	Memory_CD8_T
spleen_uPk_16408	2	0.019331473978914052	chr10	128890696	128892262	exon (NM_010272, exon 1 of 3)	239.0	Gdf11	Memory_CD8_T
spleen_uPk_58082	2	0.01927171785523349	chr18	21014346	21014821	intron (NM_001303011, intron 3 of 4)	12626.0	Rnf138	Memory_CD8_T
spleen_uPk_41558	2	0.01925169826650129	chr14	122186838	122187304	intron (NM_029556, intron 1 of 7)	5377.0	Clybl	Memory_CD8_T
spleen_uPk_42896	2	0.019221947317895612	chr15	37437059	37437542	intron (NM_029113, intron 2 of 3)	-4636.0	Gm15941	Memory_CD8_T
spleen_uPk_6068	2	0.019209970218388186	chr1	151685069	151685446	intron (NM_022018, intron 5 of 13)	-70117.0	Edem3	Memory_CD8_T
spleen_uPk_88747	2	0.01919922516132288	chr4	149066790	149067321	intron (NM_019781, intron 2 of 8)	32757.0	Pex14	Memory_CD8_T
spleen_uPk_14182	2	0.0191969637839311	chr10	89747425	89748100	intron (NM_029166, intron 1 of 20)	2771.0	Uhrf1bp1l	Memory_CD8_T
spleen_uPk_98809	2	0.019194494681788243	chr6	48803427	48803811	Intergenic	-32768.0	Gimap3	Memory_CD8_T
spleen_uPk_58894	2	0.019175174264836302	chr18	39137199	39138230	intron (NM_175164, intron 10 of 22)	144569.0	Arhgap26	Memory_CD8_T
spleen_uPk_22424	2	0.019119455212874153	chr11	98463707	98464437	TTS (NM_011771)	17238.0	Grb7	Memory_CD8_T
spleen_uPk_62022	2	0.019114308797622017	chr19	9107377	9107742	Intergenic	-19603.0	Scgb1a1	Memory_CD8_T
spleen_uPk_81041	2	0.019068781382348875	chr3	139016199	139016971	intron (NM_145544, intron 3 of 13)	58616.0	Rap1gds1	Memory_CD8_T
spleen_uPk_74302	2	0.019064617831879717	chr2	167363263	167363794	Intergenic	-14350.0	B4galt5	Memory_CD8_T
spleen_uPk_13969	2	0.01906165065267225	chr10	85359360	85360091	Intergenic	-27089.0	Btbd11	Memory_CD8_T
spleen_uPk_41504	2	0.01904101642381179	chr14	121994337	121994767	intron (NM_026861, intron 7 of 8)	-29359.0	Gpr183	Memory_CD8_T
spleen_uPk_67424	2	0.019038448625623785	chr2	34912998	34914787	promoter-TSS (NM_028716)	84.0	Phf19	Memory_CD8_T
spleen_uPk_98773	2	0.019031866601512768	chr6	48679708	48680192	Intergenic	3815.0	Gimap9	Memory_CD8_T
spleen_uPk_94455	2	0.01902210405034051	chr5	118271625	118272262	Intergenic	26716.0	2410131K14Rik	Memory_CD8_T
spleen_uPk_6118	2	0.01901896095293179	chr1	152010242	152010942	intron (NM_197990, intron 1 of 5)	79728.0	1700025G04Rik	Memory_CD8_T
spleen_uPk_46937	2	0.01900731087786128	chr15	102150046	102151253	promoter-TSS (NM_146064)	74.0	Soat2	Memory_CD8_T
spleen_uPk_29248	2	0.01897874842555976	chr12	103341068	103341665	intron (NM_023049, intron 2 of 9)	14635.0	Asb2	Memory_CD8_T
spleen_uPk_114648	2	0.018926787906624384	chr8	72215812	72216531	Intergenic	-3334.0	Cib3	Memory_CD8_T
spleen_uPk_7337	2	0.01891525158091917	chr1	167000456	167001667	promoter-TSS (NM_175461)	-356.0	Fam78b	Memory_CD8_T
spleen_uPk_95098	2	0.018875664989624157	chr5	124213637	124213994	intron (NM_011256, intron 2 of 24)	-15910.0	Pitpnm2os1	Memory_CD8_T
spleen_uPk_87859	2	0.018864004231792367	chr4	136088446	136090535	Intergenic	-36119.0	Rpl11	Memory_CD8_T
spleen_uPk_111710	2	0.018847081049736467	chr7	140192712	140193437	Intergenic	9694.0	Olfr524	Memory_CD8_T
spleen_uPk_117804	2	0.018846323585823572	chr8	125724938	125725964	Intergenic	-8752.0	Ntpcr	Memory_CD8_T
spleen_uPk_72914	2	0.01883727337441077	chr2	152372060	152372485	intron (NR_033505, intron 4 of 4)	4294.0	Nrsn2	Memory_CD8_T
spleen_uPk_42963	2	0.018829573109390204	chr15	38282420	38283191	Intergenic	17906.0	Klf10	Memory_CD8_T
spleen_uPk_48362	2	0.018814375187728917	chr16	23269154	23269804	intron (NM_001252505, intron 2 of 7)	-20991.0	St6gal1	Memory_CD8_T
spleen_uPk_109549	2	0.01880590044412295	chr7	106270907	106271376	Intergenic	53387.0	Gm8989	Memory_CD8_T
spleen_uPk_86525	2	0.01879441793350732	chr4	122983392	122984226	Intergenic	-12122.0	Mycl	Memory_CD8_T
spleen_uPk_67803	2	0.018785214345047187	chr2	43727289	43728343	Intergenic	-21008.0	Arhgap15	Memory_CD8_T
spleen_uPk_30824	2	0.018777424876029233	chr13	10070812	10071892	intron (NM_033269, intron 3 of 4)	289451.0	Chrm3	Memory_CD8_T
spleen_uPk_39076	2	0.018751970055139244	chr14	60072435	60073027	intron (NM_015803, intron 1 of 35)	14103.0	Atp8a2	Memory_CD8_T
spleen_uPk_24515	2	0.01874430478573806	chr11	119856077	119857144	intron (NM_028898, intron 18 of 33)	-22245.0	Rptoros	Memory_CD8_T
spleen_uPk_12767	2	0.01873556632814744	chr10	70133155	70133645	intron (NM_001111121, intron 1 of 8)	36279.0	Ccdc6	Memory_CD8_T
spleen_uPk_119807	2	0.018707365739410543	chr9	44648668	44649312	Intergenic	-24243.0	Treh	Memory_CD8_T
spleen_uPk_24513	2	0.018678882057455683	chr11	119846969	119847626	intron (NM_028898, intron 16 of 33)	-12932.0	Rptoros	Memory_CD8_T
spleen_uPk_40850	2	0.018674019578588674	chr14	102810017	102810663	Intergenic	172292.0	Mir5130	Memory_CD8_T
spleen_uPk_16006	2	0.0186403643736777	chr10	122727124	122727686	intron (NM_176919, intron 1 of 8)	48090.0	Mir8104	Memory_CD8_T
spleen_uPk_16167	2	0.018637644017952603	chr10	127136458	127137118	Intergenic	-15628.0	Os9	Memory_CD8_T
spleen_uPk_26550	2	0.01862291510444642	chr12	51847801	51848331	Intergenic	-18530.0	Hectd1	Memory_CD8_T
spleen_uPk_121385	2	0.01860227658704235	chr9	66280274	66281166	Intergenic	-69730.0	Herc1	Memory_CD8_T
spleen_uPk_72661	2	0.01856008106153738	chr2	147030497	147031068	intron (NM_011917, intron 13 of 29)	17722.0	Xrn2	Memory_CD8_T
spleen_uPk_25370	2	0.018551401577453348	chr12	17694562	17695011	intron (NM_016677, intron 1 of 3)	3972.0	Hpcal1	Memory_CD8_T
spleen_uPk_63277	2	0.01852740265561172	chr19	32454779	32455306	Intergenic	-30727.0	Minpp1	Memory_CD8_T
spleen_uPk_107704	2	0.0185046588189687	chr7	75760301	75761124	Intergenic	-87626.0	Klhl25	Memory_CD8_T
spleen_uPk_13637	2	0.018493954025634612	chr10	81510255	81510729	intron (NM_010304, intron 4 of 6)	-10355.0	S1pr4	Memory_CD8_T
spleen_uPk_10159	2	0.018489054315163924	chr10	19494442	19495051	Intergenic	-97203.0	Ifngr1	Memory_CD8_T
spleen_uPk_104980	2	0.018485301950394464	chr7	16331875	16332526	intron (NM_001285892, intron 7 of 8)	22617.0	Bbc3	Memory_CD8_T
spleen_uPk_58896	2	0.018468044173952012	chr18	39141020	39141338	intron (NM_175164, intron 10 of 22)	148034.0	Arhgap26	Memory_CD8_T
spleen_uPk_16168	2	0.018465875365128427	chr10	127140994	127141311	Intergenic	-19992.0	Os9	Memory_CD8_T
spleen_uPk_4855	2	0.018465185211393648	chr1	128790898	128791247	Intergenic	-198773.0	Cxcr4	Memory_CD8_T
spleen_uPk_38542	2	0.018449780003465147	chr14	52342993	52343926	Intergenic	6585.0	Olfr1513	Memory_CD8_T
spleen_uPk_127557	2	0.018421434749714166	chrX	164318250	164319037	intron (NM_001301402, intron 4 of 8)	49212.0	Pir	Memory_CD8_T
spleen_uPk_54334	2	0.018406850329836993	chr17	35763707	35764517	Intergenic	-8338.0	4833427F10Rik	Memory_CD8_T
spleen_uPk_117205	2	0.01839876231108324	chr8	120716003	120716960	Intergenic	-19877.0	Irf8	Memory_CD8_T
spleen_uPk_91447	2	0.01837983800603916	chr5	62574191	62575008	Intergenic	191578.0	Arap2	Memory_CD8_T
spleen_uPk_87304	2	0.018372975241373844	chr4	132774812	132775321	exon (NM_011284, exon 6 of 9)	6706.0	Rpa2	Memory_CD8_T
spleen_uPk_10162	2	0.018361652846839494	chr10	19505925	19506416	Intergenic	-85779.0	Ifngr1	Memory_CD8_T
spleen_uPk_32412	2	0.018360718950265083	chr13	40722530	40723485	intron (NM_001301674, intron 5 of 7)	-4801.0	Gm26688	Memory_CD8_T
spleen_uPk_93830	2	0.01835553826867959	chr5	111235658	111236116	intron (NM_001267622, intron 12 of 22)	-94810.0	Pitpnb	Memory_CD8_T
spleen_uPk_58071	2	0.018349669260682103	chr18	20958390	20958987	intron (NM_026301, intron 1 of 5)	14063.0	Rnf125	Memory_CD8_T
spleen_uPk_23483	2	0.018339980427398078	chr11	109432146	109432985	intron (NM_001252193, intron 5 of 7)	6345.0	Amz2	Memory_CD8_T
spleen_uPk_90110	2	0.01832094696908474	chr5	24776756	24777220	Intergenic	-19145.0	Crygn	Memory_CD8_T
spleen_uPk_110062	2	0.018292558176355108	chr7	114137768	114138231	Intergenic	-20218.0	Rras2	Memory_CD8_T
spleen_uPk_41226	2	0.01825793310761134	chr14	118892726	118893464	intron (NR_130725, intron 11 of 20)	30072.0	Dzip1	Memory_CD8_T
spleen_uPk_90008	2	0.018230984605459227	chr5	23718721	23719627	Intergenic	-6507.0	AI506816	Memory_CD8_T
spleen_uPk_3919	2	0.018193486014536592	chr1	92806593	92807220	Intergenic	-24780.0	Gpc1	Memory_CD8_T
spleen_uPk_89003	2	0.018141824619000182	chr4	150894463	150894975	Intergenic	15202.0	Park7	Memory_CD8_T
spleen_uPk_8314	2	0.018130742855708	chr1	180810409	180810754	intron (NM_008210, intron 2 of 3)	3024.0	H3f3a	Memory_CD8_T
spleen_uPk_34455	2	0.018108212248580658	chr13	78163016	78164044	non-coding (NR_028109, exon 11 of 11)	32919.0	Nr2f1	Memory_CD8_T
spleen_uPk_56606	2	0.018101048240666214	chr17	80174064	80175723	intron (NM_176963, intron 4 of 6)	32412.0	Srsf7	Memory_CD8_T
spleen_uPk_76084	2	0.018098364727754276	chr3	37125605	37126051	exon (NM_008366, exon 1 of 4)	126.0	Il2	Memory_CD8_T
spleen_uPk_75550	2	0.018080160273544144	chr3	19239811	19240370	intron (NM_001122759, intron 5 of 12)	24918.0	Pde7a	Memory_CD8_T
spleen_uPk_58013	2	0.018077088091942837	chr18	15312547	15313551	Intergenic	89950.0	Aqp4	Memory_CD8_T
spleen_uPk_113584	2	0.018070421051737198	chr8	40962777	40963660	intron (NM_026840, intron 2 of 5)	36985.0	Pdgfrl	Memory_CD8_T
spleen_uPk_91305	2	0.018034860981360232	chr5	52872025	52872710	Intergenic	38232.0	Anapc4	Memory_CD8_T
spleen_uPk_116805	2	0.018033923167429015	chr8	116635863	116636752	intron (NM_029441, intron 1 of 6)	96684.0	Cdyl2	Memory_CD8_T
spleen_uPk_105223	2	0.018018464066916578	chr7	19473837	19474577	Intergenic	-15713.0	Mark4	Memory_CD8_T
spleen_uPk_54636	2	0.018012232584391975	chr17	44455716	44456012	Intergenic	267292.0	Clic5	Memory_CD8_T
spleen_uPk_91350	2	0.018005106636194635	chr5	53490541	53491378	Intergenic	-64820.0	Rbpj	Memory_CD8_T
spleen_uPk_53104	2	0.018004460045053714	chr17	26572087	26572741	intron (NM_026170, intron 1 of 9)	10902.0	Ergic1	Memory_CD8_T
spleen_uPk_83578	2	0.017984144779601755	chr4	47310103	47310582	intron (NM_009928, intron 37 of 39)	-42880.0	Tgfbr1	Memory_CD8_T
spleen_uPk_67384	2	0.017961644258543064	chr2	34073725	34074476	intron (NR_130173, intron 1 of 3)	33635.0	C230014O12Rik	Memory_CD8_T
spleen_uPk_111331	2	0.01794889156098803	chr7	132415197	132415654	Intergenic	-98270.0	Chst15	Memory_CD8_T
spleen_uPk_115385	2	0.0179448485946012	chr8	85624092	85624975	Intergenic	66476.0	Neto2	Memory_CD8_T
spleen_uPk_3158	2	0.01793509253135117	chr1	82831509	82833103	Intergenic	-7154.0	Agfg1	Memory_CD8_T
spleen_uPk_53539	2	0.01786615339391437	chr17	29584159	29584677	intron (NR_045447, intron 3 of 3)	11887.0	Tbc1d22bos	Memory_CD8_T
spleen_uPk_103637	2	0.017861067700329258	chr6	134903393	134904021	Intergenic	5746.0	2810454H06Rik	Memory_CD8_T
spleen_uPk_50731	2	0.017846714559350704	chr16	78199307	78199653	Intergenic	55974.0	E330011O21Rik	Memory_CD8_T
spleen_uPk_116004	2	0.017845790375589	chr8	104246890	104247487	intron (NM_021028, intron 2 of 9)	1370.0	Tk2	Memory_CD8_T
spleen_uPk_62418	2	0.017824473526152615	chr19	14388561	14388981	Intergenic	49735.0	Rnu6	Memory_CD8_T
spleen_uPk_80493	2	0.017811050522663244	chr3	130946731	130947687	Intergenic	-163088.0	Lef1	Memory_CD8_T
spleen_uPk_48370	2	0.017788346726871938	chr16	23286290	23287008	intron (NM_001252505, intron 2 of 7)	-3821.0	St6gal1	Memory_CD8_T
spleen_uPk_17863	2	0.017785724060018486	chr11	32013433	32014057	intron (NM_001290680, intron 2 of 4)	12468.0	Nsg2	Memory_CD8_T
spleen_uPk_7318	2	0.017784449067630482	chr1	166409120	166410407	promoter-TSS (NM_001142948)	65.0	Pogk	Memory_CD8_T
spleen_uPk_71554	2	0.01776898639648676	chr2	126467723	126468239	intron (NM_001080944, intron 3 of 27)	23572.0	Atp8b4	Memory_CD8_T
spleen_uPk_10161	2	0.017764671565376738	chr10	19503877	19504828	Intergenic	-87597.0	Ifngr1	Memory_CD8_T
spleen_uPk_512	2	0.01776045806824418	chr1	23272123	23272528	promoter-TSS (NR_029533)	56.0	Mir30a	Memory_CD8_T
spleen_uPk_24518	2	0.017747490877868477	chr11	119871157	119871596	intron (NM_028898, intron 21 of 33)	-10913.0	Mir5098	Memory_CD8_T
spleen_uPk_117730	2	0.017735666880834527	chr8	125044135	125044938	Intergenic	-9659.0	Disc1	Memory_CD8_T
spleen_uPk_62858	2	0.01773084475573344	chr19	24555433	24556628	promoter-TSS (NM_008846)	-203.0	Pip5k1b	Memory_CD8_T
spleen_uPk_48954	2	0.017716201008038716	chr16	32189876	32190695	Intergenic	10485.0	Bex6	Memory_CD8_T
spleen_uPk_33231	2	0.017694302095160347	chr13	51598043	51598500	Intergenic	-31187.0	Shc3	Memory_CD8_T
spleen_uPk_78724	2	0.0176804734070067	chr3	96813164	96813561	intron (NM_001163496, intron 1 of 4)	1159.0	Cd160	Memory_CD8_T
spleen_uPk_35096	2	0.017678463806067753	chr13	95517783	95518252	intron (NM_007974, intron 1 of 1)	7223.0	F2rl1	Memory_CD8_T
spleen_uPk_20463	2	0.017649954772821934	chr11	74421202	74421489	intron (NM_001015046, intron 11 of 24)	56674.0	Olfr412	Memory_CD8_T
spleen_uPk_41621	2	0.017639841690024104	chr14	122951430	122952457	intron (NM_028651, intron 5 of 17)	31318.0	Tmtc4	Memory_CD8_T
spleen_uPk_32433	2	0.01763476397215258	chr13	40922274	40922832	intron (NM_133219, intron 1 of 2)	4919.0	Gcnt2	Memory_CD8_T
spleen_uPk_22810	2	0.0176323225133002	chr11	101661797	101662146	Intergenic	-3570.0	Arl4d	Memory_CD8_T
spleen_uPk_99732	2	0.01761264893855524	chr6	67347954	67348660	intron (NM_008354, intron 7 of 15)	-8613.0	Il12rb2	Memory_CD8_T
spleen_uPk_15673	2	0.01760232356271604	chr10	118599133	118600419	Intergenic	-43251.0	Tmevpg1	Memory_CD8_T
spleen_uPk_34979	2	0.017596304861256216	chr13	93764534	93765089	Intergenic	-6868.0	Arsb	Memory_CD8_T
spleen_uPk_124513	2	0.017584801332263398	chr9	121019393	121019836	intron (NM_177589, intron 35 of 36)	64528.0	Mir7090	Memory_CD8_T
spleen_uPk_121279	2	0.017572685542584277	chr9	65217983	65218262	intron (NM_177460, intron 2 of 6)	3432.0	Parp16	Memory_CD8_T
spleen_uPk_22237	2	0.01756769534955972	chr11	97112704	97113067	intron (NM_019507, intron 1 of 5)	2446.0	Tbx21	Memory_CD8_T
spleen_uPk_111722	2	0.01755150255556047	chr7	140376799	140377472	Intergenic	-3527.0	Olfr530	Memory_CD8_T
spleen_uPk_4794	2	0.017536547538382272	chr1	128447060	128447851	Intergenic	-30039.0	Dars	Memory_CD8_T
spleen_uPk_114659	2	0.01753524081738868	chr8	72279105	72279604	Intergenic	39336.0	Ap1m1	Memory_CD8_T
spleen_uPk_20289	2	0.0175343038312316	chr11	70803538	70804292	intron (NM_001045526, intron 1 of 4)	8646.0	Scimp	Memory_CD8_T
spleen_uPk_110093	2	0.01752742865088479	chr7	114291326	114292953	Intergenic	-16023.0	Psma1	Memory_CD8_T
spleen_uPk_36368	2	0.017510106776553278	chr13	113600550	113601679	intron (NM_130796, intron 1 of 1)	17450.0	Snx18	Memory_CD8_T
spleen_uPk_76886	2	0.017496046828229958	chr3	59203721	59204174	intron (NM_177855, intron 15 of 43)	6935.0	P2ry13	Memory_CD8_T
spleen_uPk_100457	2	0.017492763592377402	chr6	85147633	85147970	Intergenic	-10037.0	Spr	Memory_CD8_T
spleen_uPk_110652	2	0.01749018086386576	chr7	123220121	123220474	intron (NM_146198, intron 1 of 16)	5431.0	Slc5a11	Memory_CD8_T
spleen_uPk_38987	2	0.017476521620809225	chr14	57712673	57713329	intron (NM_015771, intron 2 of 7)	21417.0	Lats2	Memory_CD8_T
spleen_uPk_1437	2	0.01746014751498705	chr1	43561994	43562812	intron (NM_010879, intron 4 of 4)	116652.0	Nck2	Memory_CD8_T
spleen_uPk_69895	2	0.017443385476405282	chr2	90564503	90564962	intron (NM_008982, intron 1 of 23)	15915.0	Ptprj	Memory_CD8_T
spleen_uPk_53535	2	0.017437464193524647	chr17	29552342	29552710	intron (NM_198647, intron 1 of 12)	2724.0	Tbc1d22b	Memory_CD8_T
spleen_uPk_67388	2	0.01742831082793384	chr2	34204265	34205163	intron (NM_016768, intron 5 of 8)	-96979.0	C230014O12Rik	Memory_CD8_T
spleen_uPk_10472	2	0.017402147190057424	chr10	22302047	22303086	intron (NM_009018, intron 5 of 5)	-4154.0	C920009B18Rik	Memory_CD8_T
spleen_uPk_70061	2	0.017373886150411643	chr2	92205096	92205739	intron (NM_001109691, intron 2 of 18)	13440.0	Mir1955	Memory_CD8_T
spleen_uPk_82663	2	0.017372502579894675	chr4	32126483	32127332	Intergenic	162800.0	Map3k7	Memory_CD8_T
spleen_uPk_76853	2	0.017367784413140464	chr3	59062113	59062525	intron (NM_177855, intron 4 of 43)	39502.0	Gpr171	Memory_CD8_T
spleen_uPk_57261	2	0.017365452082183902	chr17	87461721	87462247	Intergenic	-15049.0	Calm2	Memory_CD8_T
spleen_uPk_98805	2	0.01736327774582211	chr6	48771883	48772351	Intergenic	-1266.0	Gimap3	Memory_CD8_T
spleen_uPk_7835	2	0.017362838373401066	chr1	173432231	173432987	intron (NM_001013779, intron 2 of 8)	12005.0	Aim2	Memory_CD8_T
spleen_uPk_1128	2	0.017356881452358586	chr1	38883837	38884261	intron (NM_145142, intron 3 of 6)	14111.0	Chst10	Memory_CD8_T
spleen_uPk_110847	2	0.017340173941933275	chr7	126496528	126496924	intron (NM_001347658, intron 10 of 21)	5699.0	Atxn2l	Memory_CD8_T
spleen_uPk_37140	2	0.017331243564076993	chr14	19961873	19962922	intron (NM_001285908, intron 1 of 3)	14296.0	Gng2	Memory_CD8_T
spleen_uPk_119154	2	0.01729917575077975	chr9	32615834	32616338	Intergenic	-74634.0	Fli1	Memory_CD8_T
spleen_uPk_119192	2	0.01729078324199471	chr9	32740645	32741414	intron (NM_011808, intron 6 of 7)	44987.0	Ets1	Memory_CD8_T
spleen_uPk_127028	2	0.017288248621209555	chrX	136991350	136991833	intron (NM_001082412, intron 6 of 6)	1441.0	Slc25a53	Memory_CD8_T
spleen_uPk_104001	2	0.017280750104142754	chr6	142571968	142572307	promoter-TSS (NM_008428)	-523.0	Kcnj8	Memory_CD8_T
spleen_uPk_25461	2	0.01727583021170373	chr12	21437476	21437887	Intergenic	-20245.0	Ywhaq	Memory_CD8_T
spleen_uPk_77970	2	0.017265920118188973	chr3	87529526	87529968	intron (NM_001286844, intron 4 of 4)	4169.0	Etv3	Memory_CD8_T
spleen_uPk_91784	2	0.01726135844766779	chr5	65794738	65795683	intron (NM_001024917, intron 8 of 19)	31689.0	N4bp2	Memory_CD8_T
spleen_uPk_19903	2	0.017250395335316446	chr11	67526482	67527531	Intergenic	-5992.0	Gas7	Memory_CD8_T
spleen_uPk_90369	2	0.01722534763424228	chr5	31279143	31280006	intron (NM_026298, intron 14 of 47)	11540.0	Ift172	Memory_CD8_T
spleen_uPk_84801	2	0.017199632905550065	chr4	86739180	86739719	Intergenic	-9106.0	Dennd4c	Memory_CD8_T
spleen_uPk_107223	2	0.017196663901379493	chr7	66228503	66228958	Intergenic	119215.0	Chsy1	Memory_CD8_T
spleen_uPk_27494	2	0.017194987406706306	chr12	76527375	76528185	Intergenic	5432.0	Mir5135	Memory_CD8_T
spleen_uPk_103211	2	0.017190031723576197	chr6	128796186	128796838	Intergenic	-7871.0	Klrb1c	Memory_CD8_T
spleen_uPk_61693	2	0.0171881820638127	chr19	5726984	5728147	TTS (NM_181452)	-1248.0	Ehbp1l1	Memory_CD8_T
spleen_uPk_53184	2	0.01716899133052975	chr17	27075315	27075760	intron (NM_080553, intron 2 of 57)	-15708.0	Mir7677	Memory_CD8_T
spleen_uPk_22039	2	0.01716515778822337	chr11	94998114	94998504	intron (NM_172261, intron 3 of 9)	7097.0	Ppp1r9b	Memory_CD8_T
spleen_uPk_43801	2	0.017147841513986486	chr15	60132488	60133512	Intergenic	-116382.0	4933412E24Rik	Memory_CD8_T
spleen_uPk_116057	2	0.017146595976687638	chr8	105264453	105264992	promoter-TSS (NM_015821)	74.0	Fbxl8	Memory_CD8_T
spleen_uPk_46238	2	0.017138758965199265	chr15	96257744	96258307	Intergenic	-3341.0	4833422M21Rik	Memory_CD8_T
spleen_uPk_17530	2	0.017136769316317788	chr11	23845901	23847197	Intergenic	48721.0	Papolg	Memory_CD8_T
spleen_uPk_118397	2	0.01713593783243618	chr9	14244326	14245098	Intergenic	-31589.0	Sesn3	Memory_CD8_T
spleen_uPk_46759	2	0.017118280767328863	chr15	100599341	100600673	promoter-TSS (NM_001304965)	-23.0	Pou6f1	Memory_CD8_T
spleen_uPk_122931	2	0.017106209111815415	chr9	96896470	96897243	Intergenic	-7382.0	Pxylp1	Memory_CD8_T
spleen_uPk_110690	2	0.017099456296876828	chr7	125393255	125394334	Intergenic	24933.0	4930571K23Rik	Memory_CD8_T
spleen_uPk_91604	2	0.01709694774102272	chr5	64498408	64498868	Intergenic	21630.0	C030018K13Rik	Memory_CD8_T
spleen_uPk_43261	2	0.01706391496432717	chr15	51736626	51737275	Intergenic	128511.0	Eif3h	Memory_CD8_T
spleen_uPk_104271	2	0.017049963727488526	chr6	145373722	145374773	Intergenic	-13378.0	1700073E17Rik	Memory_CD8_T
spleen_uPk_118748	2	0.017048450423649445	chr9	21651915	21653000	intron (NM_001174079, intron 13 of 33)	36288.0	Smarca4	Memory_CD8_T
spleen_uPk_82668	2	0.017045182049833373	chr4	32148598	32149642	Intergenic	185013.0	Map3k7	Memory_CD8_T
spleen_uPk_13195	2	0.01703679726770528	chr10	78303606	78304126	intron (NM_053014, intron 2 of 9)	36341.0	Mir7659	Memory_CD8_T
spleen_uPk_3279	2	0.016998992187647173	chr1	85680077	85680664	intron (NM_001313713, intron 10 of 15)	30382.0	Sp100	Memory_CD8_T
spleen_uPk_98370	2	0.016984885082024604	chr6	39117553	39118736	promoter-TSS (NR_045813)	205.0	Parp12	Memory_CD8_T
spleen_uPk_91570	2	0.016982501298716597	chr5	64360375	64361207	Intergenic	107151.0	1700027F09Rik	Memory_CD8_T
spleen_uPk_124682	2	0.016971976015734618	chr9	122398762	122399319	promoter-TSS (NR_045967)	-239.0	A730085K08Rik	Memory_CD8_T
